espn_id,full_name,salary,position,team_id
15842,"Duron Harmon",4500,"SS","NE"
14977,"Tavon Wilson",4500,"SS","NE"
12527,"Patrick Chung",4500,"FS","NE"
13236,"Devin McCourty",4500,"FS","NE"
9704,"Stephen Gostkowski",4500,"PK","NE"
16382,"Ryan Allen",4500,"P","NE"
8520,"Kyle Orton",4500,"QB","BUF"
5209,"Tony Romo",4500,"QB","DAL"
17337,"Dustin Vaughan",4500,"QB","DAL"
14878,"Brandon Weeden",4500,"QB","DAL"
15369,"Lance Dunbar",4500,"RB","DAL"
14005,"DeMarco Murray",4500,"RB","DAL"
14625,"Phillip Tanner",4500,"RB","DAL"
14051,"Ryan Williams",4500,"RB","DAL"
15349,"Cole Beasley",4500,"WR","DAL"
13227,"Dezmon Briscoe",4500,"WR","DAL"
13215,"Dez Bryant",4500,"WR","DAL"
15536,"LaRon Byrd",4500,"WR","DAL"
14100,"Dwayne Harris",4500,"WR","DAL"
13945,"Tyler Clutts",4500,"FB","DAL"
14295,"Jamar Newsome",4500,"WR","DAL"
15878,"Terrance Williams",4500,"WR","DAL"
15836,"Gavin Escobar",4500,"TE","DAL"
14906,"James Hanna",4500,"TE","DAL"
17281,"Asa Watson",4500,"","NE"
4527,"Jason Witten",4500,"TE","DAL"
15793,"Travis Frederick",4500,"C","DAL"
9349,"L.P. Ladouceur",4500,"C","DAL"
17308,"Josh Aladenoye",4500,"OT","DAL"
10565,"Doug Free",4500,"OT","DAL"
13066,"Jermey Parnell",4500,"OT","DAL"
13978,"Tyron Smith",4500,"OT","DAL"
15332,"Darrion Weems",4500,"OT","DAL"
16247,"John Wetzel",4500,"OT","DAL"
11484,"Mackenzy Bernadeau",4500,"OG","DAL"
17339,"Brian Clarke",4500,"OG","DAL"
15276,"Ronald Leary",4500,"OG","DAL"
16709,"Zack Martin",4500,"OG","DAL"
10592,"Uche Nwaneri",4500,"OG","DAL"
17327,"Ronald Patrick",4500,"OG","DAL"
16049,"Kenneth Boatright",4500,"DE","DAL"
14987,"Tyrone Crawford",4500,"DE","DAL"
16839,"Ben Gardner",4500,"DE","DAL"
16802,"DeMarcus Lawrence",4500,"DE","DAL"
9777,"Jeremy Mincey",4500,"DE","DAL"
16606,"Caesar Rayford",4500,"DE","DAL"
10470,"Anthony Spencer",4500,"DE","DAL"
13452,"George Selvie",4500,"DE","DAL"
16953,"Ken Bishop",4500,"DT","DAL"
17334,"Davon Coleman",4500,"DT","DAL"
11415,"Nick Hayden",4500,"DT","DAL"
17479,"Dartwan Bush",4500,"DT","DAL"
14014,"Terrell McClain",4500,"DT","DAL"
16153,"Zach Minter",4500,"DT","DAL"
12695,"Henry Melton",4500,"DT","DAL"
14026,"Bruce Carter",4500,"LB","DAL"
10492,"Justin Durant",4500,"LB","DAL"
16883,"Anthony Hitchens",4500,"LB","DAL"
16476,"Cameron Lawrence",4500,"LB","DAL"
15990,"DeVonte Holloman",4500,"LB","DAL"
13284,"Sean Lee",4500,"LB","DAL"
14343,"Orie Lemon",4500,"LB","DAL"
13255,"Rolando McClain",4500,"LB","DAL"
17315,"Keith Smith",4500,"LB","DAL"
17328,"Dontavis Sapp",4500,"LB","DAL"
16951,"Will Smith",4500,"LB","DAL"
11363,"Brandon Carr",4500,"CB","DAL"
14943,"Morris Claiborne",4500,"CB","DAL"
15038,"Kyle Wilber",4500,"LB","DAL"
11366,"Orlando Scandrick",4500,"CB","DAL"
16927,"Terrance Mitchell",4500,"CB","DAL"
16626,"Justin Green",4500,"DB","DAL"
16471,"Jakar Hamilton",4500,"DB","DAL"
14802,"Sterling Moore",4500,"DB","DAL"
17450,"Tyler Patmon",4500,"DB","DAL"
17324,"Ryan Smith",4500,"DB","DAL"
16817,"Jemea Thomas",4500,"","NE"
16895,"Ahmad Dixon",4500,"S","DAL"
16473,"Jeff Heath",4500,"SS","DAL"
15119,"Matt Johnson",4500,"SS","DAL"
15874,"J.J. Wilcox",4500,"SS","DAL"
13338,"Barry Church",4500,"FS","DAL"
14322,"Dan Bailey",4500,"PK","DAL"
14723,"Chris Jones",4500,"P","DAL"
5526,"Eli Manning",4500,"QB","NYG"
15891,"Ryan Nassib",4500,"QB","NYG"
12479,"Curtis Painter",4500,"QB","NYG"
15929,"Michael Cox",4500,"RB","NYG"
16066,"Kendall Gaskins",4500,"RB","NYG"
11461,"Peyton Hillis",4500,"RB","NYG"
12503,"Rashad Jennings",4500,"RB","NYG"
14887,"David Wilson",4500,"RB","NYG"
13341,"John Conner",4500,"FB","NYG"
16889,"Andre Williams",4500,"RB","NYG"
14608,"Henry Hynoski",4500,"FB","NYG"
16733,"Odell Beckham Jr.",4500,"WR","NYG"
13553,"Victor Cruz",4500,"WR","NYG"
14688,"Marcus Harris",4500,"WR","NYG"
14040,"Jerrel Jernigan",4500,"WR","NYG"
11329,"Mario Manningham",4500,"WR","NYG"
13703,"Preston Parker",4500,"WR","NYG"
14911,"Rueben Randle",4500,"WR","NYG"
13386,"Trindon Holliday",4500,"WR","NYG"
15518,"Julian Talley",4500,"WR","NYG"
17279,"Corey Washington",4500,"WR","NYG"
11392,"Kellen Davis",4500,"TE","NYG"
15707,"Larry Donnell",4500,"TE","NYG"
10287,"Daniel Fells",4500,"TE","NYG"
14905,"Adrien Robinson",4500,"TE","NYG"
10560,"Zak DeOssie",4500,"C","NYG"
16746,"Weston Richburg",4500,"C","NYG"
13303,"J.D. Walton",4500,"C","NYG"
13263,"Charles Brown",4500,"OT","NYG"
16138,"Rogers Gaines",4500,"OT","NYG"
2477989,"Adam Gress",4500,"OT","NYG"
12679,"Troy Kropog",4500,"OT","NYG"
15808,"Justin Pugh",4500,"OT","NYG"
15026,"Mark Asper",4500,"OG","NYG"
14098,"James Brewer",4500,"OG","NYG"
15945,"Eric Herman",4500,"OG","NYG"
13278,"John Jerry",4500,"OG","NYG"
15105,"Brandon Mosley",4500,"OG","NYG"
12610,"Will Beatty",4500,"OT","NYG"
12839,"Dallas Reynolds",4500,"OG","NYG"
11475,"Geoff Schwartz",4500,"OG","NYG"
12432,"Robert Ayers",4500,"DE","NYG"
4996,"Israel Idonije",4500,"DE","NYG"
9618,"Mathias Kiwanuka",4500,"DE","NYG"
15858,"Damontre Moore",4500,"DE","NYG"
13256,"Jason Pierre-Paul",4500,"DE","NYG"
17313,"Jordan Stanton",4500,"DE","NYG"
17296,"Kerry Wynn",4500,"DE","NYG"
16776,"Jay Bromley",4500,"DT","NYG"
15841,"Johnathan Hankins",4500,"DT","NYG"
5009,"Cullen Jenkins",4500,"DT","NYG"
8445,"Mike Patterson",4500,"DT","NYG"
15024,"Markus Kuhn",4500,"DT","NYG"
17235,"Kelcy Quarles",4500,"DT","NYG"
17103,"Justin Anderson",4500,"LB","NYG"
10469,"Jon Beason",4500,"LB","NYG"
14262,"Mark Herzlich",4500,"LB","NYG"
16820,"Devon Kennard",4500,"LB","NYG"
15110,"Terrell Manning",4500,"LB","NYG"
17311,"Dan Fox",4500,"LB","NYG"
11841,"Jameel McClain",4500,"LB","NYG"
14648,"Spencer Paysinger",4500,"LB","NYG"
14199,"Jacquian Williams",4500,"LB","NYG"
13975,"Prince Amukamara",4500,"CB","NYG"
11365,"Zack Bowman",4500,"CB","NYG"
15549,"Chandler Fenner",4500,"CB","NYG"
14983,"Jayron Hosley",4500,"CB","NYG"
16490,"Travis Howard",4500,"CB","NYG"
16879,"Bennett Jackson",4500,"CB","NYG"
10664,"Trumaine McBride",4500,"CB","NYG"
11250,"Dominique Rodgers-Cromartie",4500,"CB","NYG"
13473,"Walter Thurmond III",4500,"CB","NYG"
17160,"Thomas Gordon",4500,"DB","NYG"
15621,"Will Hill",4500,"DB","BAL"
13321,"Stevie Brown",4500,"SS","NYG"
8423,"Antrel Rolle",4500,"SS","NYG"
11351,"Quintin Demps",4500,"FS","NYG"
16850,"Nat Berhe",4500,"SS","NYG"
10127,"Steve Weatherford",4500,"P","NYG"
15948,"Matt Barkley",4500,"QB","PHI"
14877,"Nick Foles",4500,"QB","PHI"
15299,"G.J. Kinne",4500,"QB","PHI"
12482,"Mark Sanchez",4500,"QB","PHI"
15921,"Kenjon Barner",4500,"RB","PHI"
17010,"Henry Josey",4500,"RB","PHI"
12514,"LeSean McCoy",4500,"RB","PHI"
8544,"Darren Sproles",4500,"RB","PHI"
16236,"Matthew Tucker",4500,"RB","PHI"
13218,"Arrelious Benn",4500,"WR","PHI"
16779,"Josh Huff",4500,"WR","PHI"
15624,"Damaris Johnson",4500,"WR","PHI"
13225,"Riley Cooper",4500,"WR","PHI"
12579,"Jeremy Maclin",4500,"WR","PHI"
14590,"Jeff Maehl",4500,"WR","PHI"
16763,"Jordan Matthews",4500,"WR","PHI"
15775,"Ifeanyi Momah",4500,"WR","PHI"
16565,"Will Murphy",4500,"WR","PHI"
17029,"Quron Pratt",4500,"WR","PHI"
12535,"James Casey",4500,"TE","PHI"
10605,"Brent Celek",4500,"TE","PHI"
16974,"Trey Burton",4500,"TE","PHI"
15835,"Zach Ertz",4500,"TE","PHI"
4902,"Jon Dorenbos",4500,"C","PHI"
14124,"Jason Kelce",4500,"C","PHI"
15030,"David Molk",4500,"C","PHI"
10563,"Allen Barbre",4500,"OT","PHI"
12659,"Andrew Gardner",4500,"OT","PHI"
16999,"Kevin Graf",4500,"OT","PHI"
15797,"Lane Johnson",4500,"OT","PHI"
15054,"Dennis Kelly",4500,"OT","PHI"
6012,"Jason Peters",4500,"OT","PHI"
16235,"Matt Tobin",4500,"OT","PHI"
8540,"Todd Herremans",4500,"OG","PHI"
8493,"Evan Mathis",4500,"OG","PHI"
14941,"Fletcher Cox",4500,"DE","PHI"
14361,"Brandon Bair",4500,"DE","PHI"
14959,"Vinny Curry",4500,"DE","PHI"
16865,"Taylor Hart",4500,"DE","PHI"
16231,"Damion Square",4500,"DE","PHI"
14310,"Cedric Thornton",4500,"DE","PHI"
16912,"Beau Allen",4500,"DT","PHI"
17012,"Wade Keliikipi",4500,"DT","PHI"
15850,"Bennie Logan",4500,"DT","PHI"
15045,"Emmanuel Acho",4500,"LB","PHI"
8560,"Trent Cole",4500,"LB","PHI"
14524,"Bryan Braman",4500,"LB","PHI"
15068,"Najee Goode",4500,"LB","PHI"
13239,"Brandon Graham",4500,"LB","PHI"
15069,"Josh Kaddu",4500,"LB","PHI"
14978,"Mychal Kendricks",4500,"LB","PHI"
14181,"Casey Matthews",4500,"LB","PHI"
9619,"DeMeco Ryans",4500,"LB","PHI"
15057,"Brandon Boykin",4500,"CB","PHI"
16712,"Marcus Smith",4500,"LB","PHI"
14118,"Roc Carmichael",4500,"CB","PHI"
13333,"Nolan Carroll",4500,"CB","PHI"
12652,"Bradley Fletcher",4500,"CB","PHI"
16919,"Jaylen Watkins",4500,"CB","PHI"
11463,"Cary Williams",4500,"CB","PHI"
16354,"Keelan Johnson",4500,"DB","PHI"
14031,"Curtis Marsh",4500,"DB","PHI"
16933,"Ed Reynolds",4500,"S","PHI"
13257,"Nate Allen",4500,"SS","PHI"
12426,"Malcolm Jenkins",4500,"FS","PHI"
13697,"Chris Maragos",4500,"FS","PHI"
14123,"Alex Henery",4500,"PK","PHI"
15917,"Earl Wolff",4500,"FS","PHI"
17082,"Cody Parkey",4500,"PK","PHI"
14880,"Kirk Cousins",4500,"QB","WAS"
14875,"Robert Griffin",4500,"QB","WAS"
5749,"Donnie Jones",4500,"P","PHI"
13199,"Colt McCoy",4500,"QB","WAS"
14192,"Roy Helu",4500,"RB","WAS"
15009,"Alfred Morris",4500,"RB","WAS"
17352,"Silas Redd",4500,"RB","WAS"
14105,"Evan Royster",4500,"RB","WAS"
16885,"Lache Seastrunk",4500,"RB","WAS"
13097,"Darrel Young",4500,"FB","WAS"
15966,"Chris Thompson",4500,"RB","WAS"
11439,"Pierre Garcon",4500,"WR","WAS"
16845,"Ryan Grant",4500,"WR","WAS"
14021,"Leonard Hankerson",4500,"WR","WAS"
11283,"DeSean Jackson",4500,"WR","WAS"
2564,"Santana Moss",4500,"WR","WAS"
14164,"Aldrick Robinson",4500,"WR","WAS"
16345,"Nick Williams",4500,"WR","WAS"
14156,"Niles Paul",4500,"TE","WAS"
13726,"Logan Paulsen",4500,"TE","WAS"
15860,"Jordan Reed",4500,"TE","WAS"
12904,"Nick Sundberg",4500,"C","WAS"
16771,"Morgan Moses",4500,"OT","WAS"
11572,"Tyler Polumbus",4500,"OT","WAS"
13241,"Trent Williams",4500,"OT","WAS"
9642,"Chris Chester",4500,"OG","WAS"
15082,"Tom Compton",4500,"OT","WAS"
14078,"Maurice Hurt",4500,"OG","WAS"
13283,"Shawn Lauvao",4500,"OG","WAS"
14961,"Josh LeRibeus",4500,"OG","WAS"
11342,"Kory Lichtensteiger",4500,"OG","WAS"
16743,"Spencer Long",4500,"OG","WAS"
12760,"Chris Baker",4500,"DE","WAS"
10361,"Stephen Bowen",4500,"DE","WAS"
9678,"Jason Hatcher",4500,"DE","WAS"
14019,"Jarvis Jenkins",4500,"DE","WAS"
9782,"Kedric Golston",4500,"DE","WAS"
9710,"Barry Cofield",4500,"DT","WAS"
13366,"Clifton Geathers",4500,"DT","WAS"
14176,"Frank Kearse",4500,"DT","WAS"
14067,"Chris Neild",4500,"DT","WAS"
12433,"Everette Brown",4500,"LB","WAS"
16324,"Will Compton",4500,"LB","WAS"
10625,"Adam Hayward",4500,"LB","WAS"
10883,"Akeem Jordan",4500,"LB","WAS"
13973,"Ryan Kerrigan",4500,"LB","WAS"
16751,"Trent Murphy",4500,"LB","WAS"
12439,"Brian Orakpo",4500,"LB","WAS"
14068,"Gabe Miller",4500,"LB","WAS"
13443,"Perry Riley",4500,"LB","WAS"
13453,"Darryl Sharpton",4500,"LB","WAS"
16890,"Bashaud Breeland",4500,"CB","WAS"
5533,"DeAngelo Hall",4500,"CB","WAS"
11274,"Tracy Porter",4500,"CB","WAS"
17417,"Courtney Bridget",4500,"DB","WAS"
16702,"Akeem Davis",4500,"DB","WAS"
10550,"Tanard Jackson",4500,"DB","WAS"
16446,"Chase Minnifield",4500,"DB","WAS"
15049,"Trenton Robinson",4500,"DB","WAS"
10468,"Brandon Meriweather",4500,"SS","WAS"
15912,"Bacarri Rambo",4500,"SS","WAS"
15886,"Phillip Thomas",4500,"SS","WAS"
15820,"David Amerson",4500,"FS","WAS"
12633,"E.J. Biggers",4500,"FS","WAS"
4301,"Ryan Clark",4500,"FS","WAS"
14816,"Kai Forbath",4500,"PK","WAS"
16916,"Zach Hocker",4500,"PK","WAS"
16166,"Tress Way",4500,"P","WAS"
15935,"Zac Dysert",4500,"QB","DEN"
1428,"Peyton Manning",4500,"QB","DEN"
14879,"Brock Osweiler",4500,"QB","DEN"
16040,"C.J. Anderson",4500,"RB","DEN"
15823,"Montee Ball",4500,"RB","DEN"
16969,"Kapri Bibbs",4500,"RB","DEN"
14895,"Ronnie Hillman",4500,"RB","DEN"
17045,"Juwan Thompson",4500,"RB","DEN"
16972,"Isaiah Burse",4500,"WR","DEN"
11331,"Andre Caldwell",4500,"WR","DEN"
16995,"Bennie Fowler",4500,"WR","DEN"
16793,"Cody Latimer",4500,"WR","DEN"
12587,"Jordan Norwood",4500,"WR","DEN"
15189,"Nathan Palmer",4500,"WR","DEN"
13295,"Emmanuel Sanders",4500,"WR","DEN"
13216,"Demaryius Thomas",4500,"WR","DEN"
5941,"Wes Welker",4500,"WR","DEN"
13401,"Jameson Konz",4500,"TE","DEN"
12545,"Cameron Morrah",4500,"TE","DEN"
15214,"Gerell Robinson",4500,"TE","DEN"
14085,"Virgil Green",4500,"TE","DEN"
11373,"Jacob Tamme",4500,"TE","DEN"
14204,"Julius Thomas",4500,"TE","DEN"
16847,"Matt Paradis",4500,"C","DEN"
10561,"Manny Ramirez",4500,"C","DEN"
11246,"Ryan Clady",4500,"OT","DEN"
15241,"Aaron Brewer",4500,"C","DEN"
11689,"Chris Clark",4500,"OT","DEN"
15706,"Paul Cornick",4500,"OT","DEN"
13996,"Orlando Franklin",4500,"OT","DEN"
15927,"Vinston Painter",4500,"OT","DEN"
13802,"Ben Garland",4500,"OG","DEN"
15031,"Ryan Miller",4500,"OG","DEN"
16741,"Michael Schofield",4500,"OT","DEN"
16965,"Kenny Anunike",4500,"DE","DEN"
15047,"Malik Jackson",4500,"DE","DEN"
17014,"Greg Latta",4500,"DE","DEN"
13886,"Brian Sanford",4500,"DE","DEN"
12744,"Louis Vasquez",4500,"OG","DEN"
15997,"Quanterus Smith",4500,"DE","DEN"
9820,"Will Montgomery",4500,"C","DEN"
8426,"DeMarcus Ware",4500,"DE","DEN"
16124,"John Youboty",4500,"DE","DEN"
14025,"Marvin Austin",4500,"DT","DEN"
14003,"Sione Fua",4500,"DT","DEN"
14964,"Derek Wolfe",4500,"DE","DEN"
12677,"Terrance Knighton",4500,"DT","DEN"
13860,"Mitch Unrein",4500,"DT","DEN"
8630,"Kevin Vickerson",4500,"DT","DEN"
15816,"Sylvester Williams",4500,"DT","DEN"
16967,"Shaquil Barrett",4500,"LB","DEN"
13337,"Jamar Chaney",4500,"LB","DEN"
15264,"L.J. Fort",4500,"LB","DEN"
14004,"Nate Irving",4500,"LB","DEN"
15733,"Steven Johnson",4500,"LB","DEN"
15002,"Brandon Marshall",4500,"LB","DEN"
16090,"Lerentee McCray",4500,"LB","DEN"
13976,"Von Miller",4500,"LB","DEN"
16902,"Corey Nelson",4500,"LB","DEN"
15074,"Danny Trevathan",4500,"LB","DEN"
17438,"Chase Vaughn",4500,"LB","DEN"
12771,"Tony Carter",4500,"CB","DEN"
14398,"Chris Harris",4500,"CB","DEN"
16719,"Bradley Roby",4500,"CB","DEN"
11254,"Aqib Talib",4500,"CB","DEN"
15872,"Kayvon Webster",4500,"CB","DEN"
13290,"Jerome Murphy",4500,"DB","DEN"
17043,"Jordan Sullen",4500,"DB","DEN"
17052,"Lou Young",4500,"DB","DEN"
14997,"Omar Bolden",4500,"SS","DEN"
12638,"David Bruton",4500,"SS","DEN"
14091,"Quinton Carter",4500,"SS","DEN"
15190,"Duke Ihenacho",4500,"SS","DEN"
14050,"Rahim Moore",4500,"FS","DEN"
13304,"T.J. Ward",4500,"SS","DEN"
11122,"Matt Prater",4500,"PK","DEN"
16339,"Brandon McManus",4500,"PK","DEN"
12773,"Britton Colquitt",4500,"P","DEN"
16252,"Tyler Bray",4500,"QB","KC"
12471,"Chase Daniel",4500,"QB","KC"
17021,"Aaron Murray",4500,"QB","KC"
8416,"Alex Smith",4500,"QB","KC"
11307,"Jamaal Charles",4500,"RB","KC"
15832,"Knile Davis",4500,"RB","KC"
14897,"Cyrus Gray",4500,"RB","KC"
13209,"Joe McKnight",4500,"RB","KC"
16945,"De'Anthony Thomas",4500,"RB","KC"
14135,"Anthony Sherman",4500,"FB","KC"
11267,"Donnie Avery",4500,"WR","KC"
10467,"Dwayne Bowe",4500,"WR","KC"
17284,"Charcandrick West",4500,"RB","KC"
16260,"Frankie Hammond Jr.",4500,"WR","KC"
15029,"Junior Hemingway",4500,"WR","KC"
14947,"A.J. Jenkins",4500,"WR","KC"
16683,"Fred Williams",4500,"WR","KC"
13488,"Kyle Williams",4500,"WR","KC"
9639,"Anthony Fasano",4500,"TE","KC"
14211,"Richard Gordon",4500,"TE","KC"
16141,"Mark Harrison",4500,"WR","KC"
16318,"Demetrius Harris",4500,"TE","KC"
15847,"Travis Kelce",4500,"TE","KC"
10183,"Thomas Gafford",4500,"C","KC"
14013,"Rodney Hudson",4500,"C","KC"
16035,"Eric Kush",4500,"C","KC"
16958,"Laurent Duvernay-Tardif",4500,"OT","KC"
15790,"Eric Fisher",4500,"OT","KC"
10514,"Ryan Harris",4500,"OT","KC"
11343,"Mike McGlynn",4500,"OT","KC"
13003,"Ryan McKee",4500,"OT","KC"
14956,"Donald Stephenson",4500,"OT","KC"
13483,"J'Marcus Webb",4500,"OT","KC"
14990,"Jeff Allen",4500,"OG","KC"
16923,"Zach Fulton",4500,"OG","KC"
14261,"Ricky Henry",4500,"OG","KC"
13751,"Jeffrey Linkenbach",4500,"OG","KC"
14020,"Allen Bailey",4500,"DE","KC"
15944,"Mike Catapano",4500,"DE","KC"
10763,"Mike DeVito",4500,"DE","KC"
15005,"Jaye Howard",4500,"DT","KC"
15286,"Dominique Hamilton",4500,"DT","KC"
13608,"Kyle Love",4500,"DT","KC"
14939,"Dontari Poe",4500,"DT","KC"
17422,"Kona Schwenke",4500,"DT","KC"
12448,"Vance Walker",4500,"DT","KC"
9606,"Tamba Hali",4500,"LB","KC"
14048,"Justin Houston",4500,"LB","KC"
8430,"Derrick Johnson",4500,"LB","KC"
16384,"Alonzo Highsmith",4500,"LB","KC"
15032,"James-Michael Johnson",4500,"LB","KC"
16707,"Dee Ford",4500,"LB","KC"
15982,"Nico Johnson",4500,"LB","KC"
16268,"Josh Martin",4500,"LB","KC"
11434,"Joe Mays",4500,"LB","KC"
15272,"Dezman Moses",4500,"LB","KC"
13779,"Frank Zombo",4500,"LB","KC"
15913,"Sanders Commings",4500,"CB","KC"
15888,"Marcus Cooper",4500,"CB","KC"
16750,"Phillip Gaines",4500,"CB","KC"
14297,"Ron Parker",4500,"CB","KC"
12713,"Chris Owens",4500,"CB","KC"
12430,"Sean Smith",4500,"CB","KC"
13527,"Jonathon Amaya",4500,"DB","KC"
16604,"Malcolm Bronson",4500,"DB","KC"
15305,"Kelcie McCray",4500,"","TB"
14071,"Justin Rogers",4500,"DB","KC"
17259,"Daniel Sorensen",4500,"DB","KC"
14022,"DeMarcus Van Dyke",4500,"DB","KC"
11910,"Husain Abdullah",4500,"SS","KC"
13252,"Eric Berry",4500,"SS","KC"
12731,"Ryan Succop",4500,"PK","KC"
17427,"Cairo Santos",4500,"PK","KC"
8513,"Dustin Colquitt",4500,"P","KC"
16757,"Derek Carr",4500,"QB","OAK"
16593,"Matt McGloin",4500,"QB","OAK"
5615,"Matt Schaub",4500,"QB","OAK"
17396,"George Atkinson III",4500,"RB","OAK"
9646,"Maurice Jones-Drew",4500,"RB","OAK"
11238,"Darren McFadden",4500,"RB","OAK"
15920,"Latavius Murray",4500,"RB","OAK"
15653,"Jamize Olawale",4500,"RB","OAK"
12521,"Kory Sheets",4500,"RB","OAK"
17376,"Karl Williams",4500,"RB","OAK"
11717,"Marcel Reece",4500,"FB","OAK"
15572,"Jeremy Stewart",4500,"FB","OAK"
15896,"Brice Butler",4500,"WR","OAK"
14403,"Andre Holmes",4500,"WR","OAK"
16520,"Greg Jenkins",4500,"WR","OAK"
10522,"James Jones",4500,"WR","OAK"
14024,"Greg Little",4500,"WR","OAK"
14153,"Denarius Moore",4500,"WR","OAK"
15391,"Rod Streater",4500,"WR","OAK"
17402,"Seth Roberts",4500,"WR","OAK"
14102,"David Ausberry",4500,"TE","OAK"
15962,"Nick Kasa",4500,"TE","OAK"
16265,"Brian Leonhardt",4500,"TE","OAK"
17393,"Jake Murphy",4500,"TE",
17391,"Scott Simonson",4500,"TE",
9276,"Jon Condo",4500,"C","OAK"
169,"Stefen Wisniewski",4500,"C","OAK"
8466,"Khalif Barnes",4500,"OT","OAK"
13585,"Austin Howard",4500,"OT","OAK"
15519,"Jack Cornell",4500,"OT",
17383,"Danny Kistler",4500,"OT",
17375,"Erle Ladson",4500,"OT",
15923,"Mychal Rivera",4500,"TE","OAK"
15013,"Matt McCants",4500,"OT","OAK"
10062,"Donald Penn",4500,"OT","OAK"
14976,"Tony Bergstrom",4500,"OG","OAK"
9762,"Kevin Boothe",4500,"OG","OAK"
16753,"Gabe Jackson",4500,"OG","OAK"
14738,"Jarrod Shaw",4500,"OG",
17447,"Denico Autry",4500,"DE",
15090,"Jack Crawford",4500,"DE",
16837,"Shelby Harris",4500,"DE","OAK"
16531,"Ryan Robinson",4500,"DE",
5660,"Antonio Smith",4500,"DE","OAK"
13491,"C.J. Wilson",4500,"DE","OAK"
10490,"LaMarr Woodley",4500,"DE","OAK"
16857,"Justin Ellis",4500,"DT","OAK"
14282,"Ricky Lumpkin",4500,"DT",
15906,"Stacy McGee",4500,"DT","OAK"
8488,"Justin Tuck",4500,"DE","OAK"
11311,"Pat Sims",4500,"DT","OAK"
15324,"Kaelin Burnett",4500,"LB","OAK"
15006,"Miles Burris",4500,"LB","OAK"
17389,"Carlos Fields",4500,"LB",
16710,"Khalil Mack",4500,"LB","OAK"
12687,"Kaluka Maiava",4500,"LB","OAK"
15859,"Sio Moore",4500,"LB","OAK"
10856,"Nick Roach",4500,"LB","OAK"
16808,"T.J. Carrie",4500,"CB","OAK"
15794,"D.J. Hayden",4500,"CB","OAK"
16940,"Keith McGill",4500,"CB","OAK"
8424,"Carlos Rogers",4500,"CB","OAK"
13310,"Larry Asante",4500,"DB","OAK"
10590,"Tarell Brown",4500,"CB","OAK"
16513,"Chance Casey",4500,"DB",
14107,"Chimdi Chekwa",4500,"DB","OAK"
14167,"Taiwan Jones",4500,"DB","OAK"
15535,"Neiko Thorpe",4500,"DB","OAK"
16918,"Jonathan Dowling",4500,"S","OAK"
11334,"Tyvon Branch",4500,"SS","OAK"
14697,"Brandian Ross",4500,"SS",
10510,"Usama Young",4500,"SS","OAK"
1442,"Charles Woodson",4500,"FS","OAK"
2148,"Sebastian Janikowski",4500,"PK","OAK"
15245,"Giorgio Tavecchio",4500,"PK",
15389,"Marquette King",4500,"P","OAK"
9635,"Kellen Clemens",4500,"QB","SD"
5529,"Philip Rivers",4500,"QB","SD"
16015,"Brad Sorensen",4500,"QB",
12489,"Donald Brown",4500,"RB","SD"
13204,"Ryan Mathews",4500,"RB","SD"
11788,"Danny Woodhead",4500,"RB","SD"
13524,"Seyi Ajirotutu",4500,"WR","SD"
15818,"Keenan Allen",4500,"WR","SD"
16962,"Torrence Allen",4500,"WR",
14027,"Vincent Brown",4500,"WR",
6016,"Malcom Floyd",4500,"WR","SD"
17005,"Javontee Herndon",4500,"WR",
14269,"Dontrelle Inman",4500,"WR","SD"
16824,"Tevin Reese",4500,"WR",
11276,"Eddie Royal",4500,"WR","SD"
5362,"Antonio Gates",4500,"TE","SD"
14904,"Ladarius Green",4500,"TE","SD"
12506,"David Johnson",4500,"TE","SD"
12550,"John Phillips",4500,"TE","SD"
5591,"Nick Hardwick",4500,"C","SD"
13777,"Mike Windt",4500,"C","SD"
11464,"King Dunlap",4500,"OT","SD"
15792,"D.J. Fluker",4500,"OT","SD"
15573,"Mike Harris",4500,"OT",
14447,"Willie Smith",4500,"OT","SD"
9773,"Jeromey Clary",4500,"OG","SD"
12711,"Rich Ohrnberger",4500,"OG","SD"
17040,"Jeremiah Sirles",4500,"OT",
14460,"Kenny Wiggins",4500,"OT",
11330,"Chad Rinehart",4500,"OG","SD"
15027,"Johnnie Troutman",4500,"OG","SD"
16754,"Chris Watt",4500,"OG","SD"
16017,"Joe Kruger",4500,"DE",
15580,"Cordarro Law",4500,"DE",
13989,"Corey Liuget",4500,"DE","SD"
17024,"Tenny Palepoi",4500,"DE","SD"
14953,"Kendall Reyes",4500,"DE","SD"
14348,"Damik Scafe",4500,"DE","SD"
16851,"Ryan Carrethers",4500,"DT","SD"
14185,"Lawrence Guy",4500,"DT","SD"
16067,"Kwame Geathers",4500,"DT","SD"
13406,"Sean Lissemore",4500,"DT","SD"
17046,"Ricky Tjong-A-Tjoe",4500,"DT","SD"
13495,"Doug Worthington",4500,"DT",
14672,"Victor Aiyewa",4500,"LB",
16761,"Jeremiah Attaochu",4500,"LB","SD"
13342,"Kavell Conner",4500,"LB","SD"
3539,"Dwight Freeney",4500,"LB","SD"
14141,"Andrew Gachkar",4500,"LB","SD"
14926,"Melvin Ingram",4500,"LB","SD"
4567,"Jarret Johnson",4500,"LB","SD"
14796,"Thomas Keiser",4500,"LB",
17035,"Alvin Scioneaux",4500,"LB","SD"
15867,"Manti Te'o",4500,"LB","SD"
